eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197008060002,1970,8,6,,0,,217,United States,1,North America,California,Placentia,33.871124,-117.861401,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,3.0,Bank/Commerce,Bank of America,Bank of America Branch,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197008060004,1970,8,6,,0,,217,United States,1,North America,California,San Jose,37.338475,-121.88579399999999,1.0,0,Intersection of Santa Clara Street and 11th Street,"8/6/1970: Police Officer Richard Huerta was shot dead by Emile Thompson, a Black nationalist, while he was sitting in his car writing out a traffic ticket in San Jose, California, United Station.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,San Jose Police Department,San Jose police officer,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Six shots fired,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,Four shots hit officer Huerta,0.0,,,,,,,0.0,,,,,,,,,"Emile Thompson claimed that he carried out the attack to get back at the 'pigs' who had harassed him, noting that Officer Huerta represented all 'pigs.'  In 1970, there were two other police officers murdered by suspected Black Nationalists in the Northern California area while they were making traffic stops (197008200003 and 197006190004).","Betty Barnacle, ""Chief Opposes Parole for Cop Killer,"" Mercury News, June 4, 1995.","""Young Policeman Slain In Berkeley,"" New York Times, August 21, 1970.","""SJPD Fallen Officers: Officer Richard E. Huerta,"" San Jose Police Department, 2010. <http://www.sjpd.org/InsideSJPD/Fallen/Huerta.html>",Hewitt Project,-9,-9,0,-9,
197008070002,1970,8,7,,0,,217,United States,1,North America,Maryland,Dundalk,39.26931,-76.503519,1.0,0,,"8/7/1970: Unknown perpetrators threw a Molotov cocktail through the door window of a Selective Service Office in Dundalk, Maryland, United States.  There were no casualties but the damages to the building and draft records amounted to about $600.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Selective Service,"Dundalk Selective Service Office, Local Board 37",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),600.0,Minor damage to building and draft records,0.0,,,,,,,0.0,,,,,,,,,The draft records that were damaged belonged to soldiers who were unlikely to be drafted.,"""Draft Board Fire Probed,"" Baltimore Sun, August 9, 1970.","""Draft Office In Maryland Firebombed,"" Washington Post, August 9, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,
197008070003,1970,8,7,,0,,217,United States,1,North America,California,San Rafael,37.97457,-122.532474,1.0,0,,,1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),14.0,Judge/Attorney/Court,,County Courthouse,217.0,United States,,,,,,,,,,,,,,,,,Jonathan Jackson Brigade,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),5.0,Firearms,3.0,Handgun,,,,,,,,,Shotgun; Pistols,4.0,4.0,,2.0,2.0,,1,3.0,Minor (likely < $1 million),1000.0,,1.0,2.0,0.0,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197008100001,1970,8,10,,0,,217,United States,1,North America,Oregon,Portland,45.511795,-122.675629,1.0,0,,"8/10/1970: Four members of the White Panthers Party threw three firebombs through the windows of Oregon's Selective Service Headquarters in Portland, United States.  There were no casualties but the resulting fire caused around $1,000 of damage to furniture within two offices.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Selective Service,"Selective Service Headquarters, Portland Oregon",217.0,United States,,,,,,,,,,,,,,,,,White Panther Party,,,,,,Protest and sabotage the draft,0.0,,,0,4.0,4.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Three Molotov cocktails consisting of wine bottles and gasoline,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),1000.0,"Two desks, several chairs, mail, and a rug were damaged by the fire",0.0,,,,,,,0.0,,,,,,,,,"An alert custodian extinguished the fires before they had a chance to cause significant damages.  In a sixth month period, the Oregon Selective Service Headquarters was firebombed three other times (197002010001, 197005060006, and 197006030001).","""Draft Office Bombed 4th Time,"" Washington Post, August 11, 1970.","450 F.2d 308, ""United States of America v. Robert Gerrahan Yaple Jr.,"" United States Court of Appeals, Ninth Circuit, October 14, 1971.","""Selective Service Office Damaged By 3 Firebombs,"" Eugene Register-Guard, August 10, 1970.",Hewitt Project,0,0,0,0,
197008150001,1970,8,15,,0,,217,United States,1,North America,Mississippi,West Point,33.60651,-88.650419,1.0,0,Parking lot of a West Point grocery store,"8/15/1970: John Thomas was shot to death in his car in West Point, Mississippi, United States.  Thomas was a civil rights activist who previously led the campaign of a Black mayoral candidate.  The shooter, Seth Stanley, a White male, was found not guilty by means of self defense by an all-White jury.",1,1,1,1.0,2.0,Other Crime Type,0.0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68.0,Named Civilian,,John Thomas,217.0,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"John Thomas was one of the accused perpetrators of 197001250001.  Seth Stanley was acquitted based on a successful argument of self defense, but it is important to note that John Thomas was shot as he was sitting in his truck.  A Black boycott of White-owned businesses in West Point was initiated as a result of this incident.","""Mississippi White Cleared in Killing,"" New York Times, October 12, 1971.","""Kin of NAACP Lobbyist Mitchell Wins Balto Primary Recount,"" New Pittsburgh Courier, October 10, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,
197008170001,1970,8,17,,0,,217,United States,1,North America,Nebraska,Omaha,41.260675,-95.940469,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,,House,217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,1.0,,,7.0,,,1,3.0,Minor (likely < $1 million),2000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197008170002,1970,8,17,,0,,217,United States,1,North America,Minnesota,Minneapolis,44.964985,-93.260193,1.0,0,Third Avenue South,"8/17/1970: Unknown perpetrators placed twenty sticks of dynamite in an a federal office building housing the Armed Forces Examination Center in Minneapolis, Minnesota, United States.  The resulting explosion knocked a night watchman unconscious and caused an estimated $500,000 in damage to the building.  Windows were shattered at buildings within a one block radius of the explosion.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,US Army Induction Center,"Armed Forces Examination Center, Minneapolis Minnesota",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft and the US Army,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Twenty sticks of dynamite,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),500000.0,Extensive damage to the building and windows shattered at buildings within the surrounding area,0.0,,,,,,,0.0,,,,,,,,,"The federal office building had been the site of many anti-war demonstrations.  Following the explosion, police reported six false bomb threats in Minneapolis.  Police Officer Joseph Christy was knocked unconscious by the blast but he would recover from his injuries.","""Bombs Kill Officer, Rip U.S. Building,"" Washington Post, August 18, 1970.","""Minneapolis Bomb 'Very Well Placed,'"" New York Times, August 19, 1970.","""Explosion Rips Federal Building At Minneapolis,"" The Evening Independent, August 17, 1970.",Hewitt Project,-9,-9,0,-9,
197008180001,1970,8,18,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1.0,0,Brooklyn,"8/18/1970: Members of the Jewish Defense League failed in their attempts to firebomb a Black Community Center in Brooklyn, New York, United States.  This incident occurred a month after the Crown Heights Jewish Community Council in Brooklyn was firebombed by suspected African American militants.",1,1,1,0.0,,,0.0,0,0,7,Facility/Infrastructure Attack,,,,,12,NGO,61.0,Domestic NGO,Black Community Center,Black Community Center in Crown Heights New York,217.0,United States,,,,,,,,,,,,,,,,,Jewish Defense League (JDL),,,,,,Revenge for the firebombing of a Jewish Community Center in Brooklyn,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"A month earlier, a Jewish Community Center was firebombed in New York City by suspected Black militants (197007200001). There was another attempted attack on the Black Community Center by the JDL weeks earlier (197007240002).","Robert I. Friedman, ""The False Prophet: Rabbi Meir Kahane,"" Lawrence Hill Books, 1990.","Shlomo Russ, ""Zionist Hooligans: The Jewish Defense League,"" City University of New York, 1981.",,Hewitt Project,0,0,0,0,
197008200001,1970,8,20,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,,Rhodesian Information Office,403.0,Rhodesia,,,,,,,,,,,,,,,,,Revolutionary Action Party,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,1,1,1,
197008200002,1970,8,20,,0,,217,United States,1,North America,Maryland,Reisterstown,39.464791,-76.829198,1.0,0,Intersection of Main Street and Chatsworth,"8/20/1970: Stuart W. Baker Jr. and John Jefferson Rimes firebombed a Selective Service Office located in a Masonic Temple in Reisterstown, Maryland, United States.  There were no casualties but seven thousand draft records were destroyed or damaged and $300 worth of office equipment was also destroyed.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Selective Service,"Reisterstown Selective Service Office, Board No. 34",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0.0,,,0,2.0,2.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Homemade gasoline firebomb,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Seven thousand draft records damaged or destroyed and office equipment damaged,0.0,,,,,,,0.0,,,,,,,,,"The two perpetrators scaled a twenty foot wall and broke into the building through a window.  They attempted to set a diversionary fire at the Reisterstown Shopping Center but the firebomb malfunctioned.  After the incident, a letter was written to an underground newspaper stating that there would be more attacks against draft boards to come.  There were a total of thirty-four thousand draft records at the selective service office.  Two thousand records were destroyed and seven thousand were damaged.  All of these records were backed up on microfilm.  Moreover, none of the 1-A draft records were destroyed or damaged.","Barry Rascovar, ""Police Call Fire At Draft Board Arson,"" Baltimore Sun, August 21, 1970.","Theodore W. Hendricks, ""2 Accused In Draft Board Fires,"" Baltimore Sun, August 27, 1970.",,Hewitt Project,-9,-9,0,-9,
197008200003,1970,8,20,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1.0,0,Intersection of Union Street and Jefferson Street,"8/20/1970: Police Officer Ronald T. Tsukamoto was shot and killed by an unknown perpetrator in Berkeley, California, United States.  While writing a ticket for a motorcyclist, a man walked up to Officer Tsukamoto and shot him  twice with a revolver.  The perpetrator immediately jumped in a car driven by an African American male and sped away.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Berkeley Police Department,Berkeley police officer,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Revolver,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"In 2005, police arrested Styles Frederick Price and Don Juan Warren Graphenreed, believing that Price carried out the murder and Graphenreed drove the getaway car.  However, the District Attorney of Alameda County declined to charge the suspects.  In 1970, there were two other police officers murdered by suspected Black Nationalists in the Northern California area while they were making traffic stops (197008060004 and 197006190004).","""Young Policeman Slain In Berkeley,"" New York Times, August 21, 1970.","Dorothy Vriend, ""D.A. Declines To Charge Suspects In '70 Slaying,"" Contra Costa Times, August 19, 1970.","""Officer Slain Writing Ticket,"" St. Petersburg, August 21, 1970.",Hewitt Project,-9,-9,0,-9,
197008210002,1970,8,21,,0,,217,United States,1,North America,Oregon,Eugene,44.04483,-123.07260600000001,1.0,0,,"8/21/1970: Unknown perpetrators placed a timed firebomb in the hallway of Emerald Hall at the University Oregon in Eugene, United States.  After the firebomb ignited, the sprinkler system of the building immediately put out the blaze.  However, the building sustained around $2,750 in damages caused mainly by the water from the sprinkler system.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,University of Oregon,"Emerald Hall, University of Oregon",217.0,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Timed firebomb,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),2750.0,Wooden cabinet damaged and floor tiles and light fixtures needed to be replaced,0.0,,,,,,,0.0,,,,,,,,,The incendiary device was placed in Emerald Hall during the afternoon concealed in a cardboard box.,"Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","""Sprinkler System Thwarts Firebombing At University,"" Eugene Register-Guard, August 22, 1970.","""Firebomb Damage Estimate Raised,"" Eugene Register-Guard, August 22, 1970.",Hewitt Project,-9,-9,0,-9,
197008220001,1970,8,22,,0,,217,United States,1,North America,Minnesota,St. Paul,44.943829,-93.093326,1.0,0,Restroom,"8/22/1970: Gary Hogan, a suspected member of the Black Panthers Party, placed two time bombs in Dayton's Department Store in St. Paul, Minnesota, United States.  The first bomb detonated severely injuring one woman and causing damages to the restroom.  The second bomb, ten times more powerful that the first, was discovered and disarmed outside of the restroom by police.  It is believed that the second bomb was intended to kill police officers responding to the scene of the first bomb.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,St. Paul Police Department,St. Paul Police Officers responding to a bombing,217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police,1.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,One time bomb consisting of two sticks of dynamite and another time bomb consisting of twenty sticks of dynamite,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,Restroom damaged,0.0,,,,,,,0.0,,,,,,,,,"Mary Peek was seriously injured but would survive her wounds.  Following the bombing, there were many bomb threats in St. Paul and Minneapolis.  Gary Hogan would also be convicted for planting a diversionary bomb as part of an attempted robbery of the First Grand Avenue Bank in St. Paul ten days later.","Nick Coleman, ""Knowing My Place: The Victim of 8/22,"" St. Paul Pioneer Press, September 1, 2002.","""Woman Injured By Bomb Blast In Minnesota,"" Baltimore Sun, August 24, 1970.","""Bomb Blast Injured Minneapolis Shopper,"" Schenectady Gazette, August 24, 1970.",Hewitt Project,0,0,0,0,
197008220002,1970,8,22,,0,,217,United States,1,North America,Maryland,Baltimore,39.308341999999996,-76.616104,1.0,0,2600 Winchester Street,"8/22/1970: Unknown perpetrators firebombed a National Guard truck stationed at an armory in Baltimore, Maryland, United States.  There were no casualties and it is unknown if there were any damages.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),National Guard Armory,National Guard truck stationed at army in Baltimore Maryland,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the national guard and the US military,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Crude firebomb,0.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,"The Sheridan Armory in Baltimore was bombed nine months later (197105110005).  A day before the incident, the F.B.I. released a report stating that the Ohio National Guardsmen were not fired upon during the Kent State shootings on May 4, 1970.","""3 U.S. Jeeps Set A Fire At Armory,"" Baltimore Sun, May 12, 1971.","""Bomb And Arson Business,"" Pittsburgh Press, August 26, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
197008240001,1970,8,24,,0,,217,United States,1,North America,Wisconsin,Madison,43.07295,-89.38669399999999,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,,Army Mathematical Research Center,217.0,United States,,,,,,,,,,,,,,,,,New Year's Gang,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,Explosive,1.0,,,4.0,,,1,2.0,Major (likely >= $1 million but < $1 billion),1500000.0,"Damages: explosion, damaged facility, estimated at $1.5 million (Army Mathmatical Research Center)",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197008250002,1970,8,25,,0,,217,United States,1,North America,Massachusetts,Burlington,42.505832,-71.19376,1.0,0,Through a side window,"8/25/1970: Unknown revolutionary leftists tossed a Molotov cocktail into the Police Headquarters in Burlington, Massachusetts, United States.  The only Police Officer on duty, Ronald I. Glejzer, escaped without injury however the building was destroyed.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Burlington Police Department,Burlington Police Headquarters,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Offensive against police,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail thrown through a window,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The building was destroyed and most police records were lost.  Police communication systems were also heavily damaged.,0.0,,,,,,,0.0,,,,,,,,,"When the Proud Eagle Tribe, an offshoot of the Weather Underground, claimed credit for the bombing of Harvard University's Center for International Affairs on October 14th (197010140001), they stated that firebombing of the Burlington Police Station was the result of ""kids wag(ing) an offensive against the town pigs.""","""A Police Station Damaged By Bomb,"" New York Times, August 27, 1970.","""Women Radicals Take The Credit In Harvard Blast,"" Baltimore Sun, October 15, 1970.","""Mystery Shrouds 1970 Firebombing,"" Burlington Union, March 5, 2009. <http://www.wickedlocal.com/burlington/news/x617077759/Mystery-shrouds-1970-firebombing>.",Hewitt Project,-9,-9,0,-9,
197008270002,1970,8,27,,0,,217,United States,1,North America,Massachusetts,Cambridge,42.377003,-71.11666,1.0,0,,"8/27/1970: Unknown perpetrators placed an incendiary device connected to a detonator on the window ledge of a kitchen within the John F. Kennedy School of Government at Harvard University in Cambridge, Massachusetts, United States.  The device was discovered and subsequently disarmed.",1,1,1,0.0,,,0.0,0,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,Harvard University,Building of the John F. Kennedy School of Government at Harvard University,217.0,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Four plastic bags contained gasoline attached to a battery and a timing device,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"The incendiary device was concealed in a cardboard carton.  However, it was discovered due to the strong odor from the gasoline.","""Black Militant Held in Fatal Bombing,"" Washington Post, August 28, 1970.","""Incendiary Device Found At Harvard,"" Lewistown Evening Journal, August 28, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
197008280001,1970,8,28,,0,,217,United States,1,North America,North Carolina,Rocky Mount,35.948199,-77.79520699999999,1.0,0,Outside of the G.W. Bullick School,"8/28/1970: Two explosive charges were set off at the G. W. Bullick School in Rocky Mount, North Carolina, United States.  The school was scheduled to be integrated.  There were no casualties in the attack and the school sustained minor damage.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,School,G. W. Bullick School,217.0,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To prevent the school from desegregating.,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,The explosives were suspected of being dynamite.  They went off moments apart.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,A wall was damaged and a water tank were damaged.  15 windows were shattered.,0.0,,,,,,,0.0,,,,,,,,,,"""2 Blasts Damage Carolina School,"" New York Times, August 29, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197008280002,1970,8,28,,0,,217,United States,1,North America,California,Walnut Creek,37.90118,-122.061628,1.0,0,,"8/28/1970: Unknown perpetrators firebombed the National Guard Armory in Walnut Creek, California, United States.  There were no casualties and it is unknown if the armory was damaged.",1,1,1,1.0,2.0,Other Crime Type,0.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,"National Guard Armory, Walnut Creek California",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest and sabotage the National Guard,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,"The next day, a municipal court building in Walnut Creek California was firebombed (197008290003).","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197008290001,1970,8,29,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,,Portuguese Embassy,162.0,Portugal,,,,,,,,,,,,,,,,,Revolutionary Action Party,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),1500.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,1,1,1,
197008290002,1970,8,29,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,3.0,Bank/Commerce,Bank of America,Bank of America Branch,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),5000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
