index,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,motive2,topic1,topic2
1669,201404100060,2014,4,10,,0,,92,India,6,South Asia,Chhattisgarh,Kirandul,18.708305,80.995499,1.0,0,,"04/10/2014: Assailants opened fire on a polling station in Kirandul area, Chhattisgarh state, India. No one was injured in the attack. This was one of 16 related attacks on polling stations in Chhattisgarh and Jharkhand states on this day. No group claimed responsibility for the incident; however, sources attributed it to Maoists.",1,1,1,0.0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),19.0,Election-related,Election Commission of India,Polling Station,92.0,India,,,,,,,,,,,,,,,,,Maoists,,,,,,"The specific motive is unknown; however, sources noted that the Lok Sabha parliamentary elections were scheduled for April 10, 2014 in this area of Chhattisgarh state.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Lok Sabha polls 2014: 52% voting in Bastar, policeman injured in blast,"" Economic Times, April 10, 2014.","""People brave Maoist threat to vote across states,"" Hindustan Times, April 10, 2014.",,START Primary Collection,-9,-9,0,-9,"201404100054, 201404100058, 201404100059, 201404100060, 201404100061, 201404100062, 201404100063, 201404100064, 201404100069, 201404100070, 201404100071, 201404100077, 201404100078, 201404100079, 201404100081, 201404100082","[u'note', u'sabha', u'parliamentari', u'elect', u'schedul', u'april', u'area', u'chhattisgarh', u'state']",0.8900241851806641,0.10997579246759415
1675,200108150016,2001,8,15,,0,,92,India,6,South Asia,Jammu and Kashmir,Doda District,33.14575,75.548049,3.0,0,,"08/15/2001: A grenade attack was launched by unidentified Islamic militants against a police station in Doda District, Jammu and Kashmir, India. One perpetrator was killed in the attack. No other injuries were reported.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Indian Police,"Police Station in Doda District, Kashmir",92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The attack was part of the militant offensive on India's Independence Day.,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,"Grenades, which were fired, were used in the attack.",1.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Curfew-like mood for Independence Day in Kashmir,” Agence France Presse, August 15, 2001.",,,CETIS,-9,-9,0,-9,,"[u'milit', u'offens', u'india', u'independ']",0.7116655111312866,0.28833454847335815
1677,201612230016,2016,12,23,,0,,104,Kenya,11,Sub-Saharan Africa,Kwale,Kombani,-4.194504,39.58704,1.0,0,,"12/23/2016: Assailants attacked a police post in Kombani, Kwale, Kenya. An assailant was killed and three police officers were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab. In addition, sources suspected that the Mombasa Republican Council (MRC) may have carried out the attack.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,7.0,Facility/Infrastructure Attack,,,3,Police,22.0,"Police Building (headquarters, station, school)",Kenya Police Service (KPS),Post,104.0,Kenya,,,,,,,,,,,,,,,,,Al-Shabaab,,Mombasa Republican Council (MRC),,,,"The specific motive is unknown; however, sources posited that the assailants carried out the attack in order to steal weapons.",0.0,1.0,,0,8.0,0.0,0.0,,,0.0,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,12.0,Other,,,,,,,,,,,"Machetes, spears, and bows and arrows were used in the attack.",1.0,0.0,1.0,3.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Assailant killed in foiled attack on AP post in Kwale,"" Daily Nation, December 23, 2016.","""One dead after armed attackers raid Kenya police station on coast,"" Reuters Africa, December 23, 2016.","""1 person dead in attack on police post on Kenya's coast; 1 person dead in attack on police post on Kenya's coast,"" The Canadian Press, December 23, 2016.",START Primary Collection,0,1,0,1,,"[u'posit', u'assail', u'carri', u'order', u'steal', u'weapon']",0.3401501476764679,0.6598498225212097
1683,201411150023,2014,11,15,,0,,205,Thailand,5,Southeast Asia,Pattani,Khok Pho district,6.72963,101.0959,3.0,0,,"11/15/2014: Two assailants on a motorcycle opened fire on Issara Chairitchock, a teacher for the Ban Kuan Tan school, at her residence in Khok Pho district, Pattani province, Thailand. Chairitchock was killed in the attack. An unknown group claimed responsibility for the incident. Police officials discovered a flyer at the scene of the attack, which stated, ""Indiscriminate Arrests, Indiscriminate Shooting.""",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,8,Educational Institution,48.0,Teacher/Professor/Instructor,Ban Kuan Tan School,Teacher: Issara Chairitchock,205.0,Thailand,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack was carried out in retaliation to the recent deaths and arrests of suspected members of an armed group.",0.0,,,0,-99.0,0.0,1.0,5.0,Note left at scene,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Mum and daughter among the dead in day of violence,"" Bangkok Post, November 16, 2014.","""Selection List: Thai Press From Pattani, Yala, Narathiwat Provinces 24-30 November 2014,"" OSC Summary, November 24, 2014.","""Thailand: 179th Teacher Murdered In Restive South,"" Khao Sot Online, November 16, 2014.",START Primary Collection,-9,-9,0,-9,,"[u'suspect', u'carri', u'retali', u'recent', u'death', u'arrest', u'suspect', u'member', u'arm', u'group']",0.05823129042983055,0.9417687058448792
1698,201107150004,2011,7,15,,0,,167,Russia,9,Eastern Europe,Dagestan,Asilta,42.770372,46.730005,1.0,0,"The attack took place on a road in the Untsukulskiy District of Dagestan, Russia.","07/15/2011: On Friday night at 2200, in the Untsukulskiy District of Dagestan, Russia, unidentified gunmen fired on the Imam of the mosque in Asilta village and the deputy Imam of the Untsukulskiy district as they were travelling together in a car, injuring both of the Muslim clergymen. It is unknown if the attack cause any property damage. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,85.0,Religious Figure,,An Imam and a deputy Imam,167.0,Russia,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack was religious.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,-9,,,,It is unknown if the attack caused any property damage.,0.0,,,,,,,,,,,,,,,,,"Interfax, ""Suspected Militant Killed, Imams Wounded in Russia's Dagestan,"" World News Connection, Interfax, July 16, 2011.","Russia-Eurasia Terror Watch, ""Imams Wounded in Ambush Attack on Car,"" IA Regnum, July 17, 2011, http://www.retwa.com/home.cfm?articleDate=17Jul2011.","BBC Monitoring Former Soviet Union, ""Suspected Militant Killed, Imams Wounded in Russia's Dagestan,"" LexisNexis Academic, Interfax, July 16, 2011.",ISVG,-9,-9,0,-9,,[u'religi'],0.7080671787261963,0.2919328212738037
1699,200504060006,2005,4,6,,0,,186,Sri Lanka,6,South Asia,Eastern,Kalmunai,7.414383,81.83063299999998,1.0,0,"Aid center in Kalmunai, about 220 kilometers (130 miles) east of Colombo","04/06/2005: Eight suspected Muslim militants shot and killed one police officer and injured another at the tsunami aid center in Kalmunai, Sri Lanka.  The armed perpetrators attacked the center with the intention of stealing the T-56 weapons held by the police officers.  They suceeded in snatching the weapons.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Sri Lankan police,"The tsunami aid center in in Kalmunaikudi, Kalmunai, and the police staffing the center. Police Constable A. D. N. Lalith from Kandaketiya and Police Security Assistant Weerasena from Badalkumbura",186.0,Sri Lanka,,,,,,,,,,,,,,,,,Muslim Militants,,,,,,Stealing weapons from the police officers guarding the tsunami aid center,1.0,,,0,8.0,0.0,0.0,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),9.0,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,Two rifles and knives,1.0,0.0,0.0,1.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Ranil Wijayapala, ""Sri Lankan police officer killed in weapons grab by suspected militants,"" Daily News, April 7, 2005.","""Gunmen attack policemen in east Sri Lanka,"" Xinhua News Agency, April 6, 2005.","""Gunmen kill policeman guarding tsunami relief store in Sri Lanka,"" Associated Press, April 6, 2005.",UMD Sri Lanka 2011,-9,-9,0,-9,,"[u'steal', u'weapon', u'polic', u'offic', u'guard', u'tsunami', u'center']",0.6025776863098145,0.39742231369018555
1703,200608210002,2006,8,21,,0,,167,Russia,9,Eastern Europe,,Moscow,55.75137700000001,37.579914,1.0,0,The incident occurred at a marketplace in the Cherkizov neighborhood.,"08/21/2006: A blast at a crowded market in Moscow, Russia killed ten people and wounded dozens. Authorities believed the attack could have been motivated by race, as at least six of the ten killed were of Asian ethnicity. Two men were detained for questioning, but no one claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Eurasia Marketplace,Possibly Chinese immigrants,44.0,China,14.0,Private Citizens & Property,74.0,Marketplace/Plaza/Square,Eurasia Marketplace,Possibly Vietnamese immigrants,223.0,Vietnam,,,,,,,,,Unknown,,,,,,Possible racist motive,0.0,,,0,,,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,10.0,0.0,0.0,,0.0,,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"“Moscow market blast possible racist attack,” AFX International Focus, August 22, 2006.",,,CETIS,-9,-9,1,1,,"[u'possibl', u'racist']",0.7327731847763062,0.26722681522369385
1713,201705190058,2017,5,19,,0,,217,United States,1,North America,Florida,Tampa,28.088081,-82.40470400000002,1.0,0,,"05/19/2017: An assailant, identified as Devon Arthurs, held three people hostage at Green Planet Smoke Shop in Tampa, Florida, United States. Police arrived at the shop several minutes later, after which one hostage escaped and Arthurs released the remaining two hostages unharmed. This was one of two attacks by Arthurs on the same day. Arthurs, who had previously identified as a member of the neo-Nazi Atomwaffen Division, claimed responsibility for the incident and made statements during the attack that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.",1,1,1,0.0,,,1.0,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,7.0,Retail/Grocery/Bakery,Green Planet Smoke Shop,Shop,217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A black semiautomatic pistol was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,3.0,3.0,1.0,,,,0.0,,,,,,6.0,Combination,3.0,,"""'Neo-Nazi' aimed to hit Turkey Point nuclear plant, Tampa murder suspect tells police,"" Miami Herald, June 14, 2017.","""How an 18-year-old gamer went from neo-Nazi to Muslim to alleged killer,"" VICE News, May 25, 2017.","""Police: Florida suspect killed neo-Nazi roommates to stop terrorism,"" UPI, May 23, 2017.",START Primary Collection,-9,-9,0,-9,"201705190057, 201705190058","[u'unaffili', u'individu', u'identifi', u'devon', u'arthur', u'claim', u'respons', u'frustrat', u'global', u'anti', u'muslim', u'sentiment', u'unit', u'state', u'airstrik', u'muslim', u'world']",0.12665100395679474,0.8733490109443665
1720,201210220011,2012,10,22,,0,,93,Indonesia,5,Southeast Asia,Central Sulawesi,Poso,-1.40232,120.758233,1.0,0,,"10/22/2012: An explosive device detonated at a police station in the Sintuvu sub-district of Poso town, Central Sulawesi province, Indonesia. This was one of two coordinated attacks at the traffic police post on the same day. At least three security officials were injured across both blasts. No group claimed responsibility for the coordinated incidents; however, police officials suspected Jamaah Ansharut Tauhid (JAT).",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Indonesian National Police (INP),Police Station,93.0,Indonesia,,,,,,,,,,,,,,,,,Jamaah Ansharut Tauhid (JAT),,,,,,"The specific motive is unknown; however, sources suspected that the assailants were attempting to reignite sectarian strife between Indonesia's Christian and Muslim populations. Moreover, an Indonesian police official posited that the incident may have been executed in order ""to divert attention as police prepare to attack an alleged terrorist camp"" in Central Sulawesi's Tamanjeka mountains.",1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,12.0,Remote Trigger,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of the total number killed and wounded across incidents 201210220011 and 201210220012. The victims were identified as Second Brigadier Rusliadi, Bank BRI security officer Akbar, and Brigadier Ruslan.","""Three wounded in eastern Indonesia blasts,"" Deutsche Presse-Agentur, October 22, 2012.","""Indonesia: Two Bombs Damage Police Booth in Poso, Central Sulawesi, Two Injured,"" detikcom, October 22, 2012.","""Indonesia: Bombs explode at police traffic post in Poso; Church targeted in suspected arson attack,"" Jakarta Globe, October 22, 2012.",START Primary Collection,0,0,0,0,"201210220011, 201210220012","[u'suspect', u'assail', u'attempt', u'reignit', u'sectarian', u'strife', u'indonesia', u'christian', u'muslim', u'popul', u'indonesian', u'polic', u'offici', u'posit', u'execut', u'order', u'divert', u'attent', u'polic', u'prepar', u'alleg', u'terrorist', u'camp', u'central', u'sulawesi', u'tamanjeka', u'mountain']",0.885867178440094,0.11413278430700302
1723,201012030007,2010,12,3,,0,,92,India,6,South Asia,Bihar,Begusarai,25.419187,86.131449,1.0,1,"The attack took place on a section of the East Central Railway tracks in between the Tilrath and Begusarai stations in Bihar, India.","12/03/2010: On Friday night around 2315 to 2330, in one of two linked attacks, between the Tilrath and Begusarai train stations in Bihar, India, militants blew up a section of the East Central Railway track, causing an unreported amount of property damage and no casualties. One of the gatemen claimed that Communist Party of India-Maoists (CPI-M) gave him a poster that mentioned two bombs that were placed on the tracks and asked him to inform higher authorities about it. According to the gateman, 10 minutes after receiving the poster, he heard a loud explosion. The explosion had left a large crater in the tracks and destroyed about one meter of tracks. The militants also detonated a bomb on a railway line near Kursela station in Khagaria District, causing no casualties or damages. Maoists claimed responsibility for the attack, saying that the blasts were in retaliation for the death of 10 colleagues in a gun-battle with criminals near the Ganga-Gandak River in Munger on 11/29/2010.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,East Central Railway,A section of the East Central Railway track,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The attack was carried out in retaliation for the death of 10 colleagues in a gun-battle with criminals near the Ganga-Gandak River in Munger on 11/29/2010.,0.0,,,0,-99.0,0.0,1.0,9.0,Other,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Unknown explosives were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The explosion had left a large crater in the tracks and destroyed about one meter of tracks.,0.0,,,,,,,,,,,,,,,,,"Jane’s Intelligence, “CPI-M Militants Blow up Railway Truck in India's Bihar,” Terrorism Watch Report, Hindu, December 6, 2010.","Pawan Kumar, ""Maoists Blow up Railway Track in Bihar's Begusarai District,"" LexisNexis Academic, Asian News International, December 4, 2010.","Press Trust of India, “Maoists Blast Railway Tracks in Bihar,"" LexisNexis Academic, Press Trust of India, December 4, 2010.",ISVG,0,0,0,0,"201012030007, 201012030008","[u'carri', u'retali', u'death', u'colleagu', u'battl', u'crimin', u'near', u'ganga', u'gandak', u'river', u'munger']",0.08829586952924728,0.9117041230201721
1724,201007040012,2010,7,4,,0,,6,Algeria,10,Middle East & North Africa,Tebessa,Gabel Boudhelal,34.780254,8.151512,2.0,1,Within the municiparlity of El Oglat Melha and roughly 78 km south of Tebessa.,"7/4/2010: An explosive device detonated under a car carrying 4 civilians on their way home, killing 2 and seriously injuring the other two.  The blast occurred near Gabel Boudhelal in Tebessa, Algeria.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68.0,Named Civilian,Citizens,"Hafdhallah Amar, Guerrad Sefik (dead), and two others",6.0,Algeria,,,,,,,,,,,,,,,,,Unknown,,,,,,"No motive was stated.  However, there have been numerous similar attacks in the area.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,0.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"Lakehal Samir, ""Tébessa : Deux morts et deux blessés dans l’explosion d’une bombe (English: Tébessa: Two dead and two wounded in a bomb blast),"" El Watan, July 4, 2010.","""Tebessa bomb kills 2 hunters,"" Magharebia, July 4, 2010.",,UMD Algeria 2010-2012,-9,-9,0,-9,,"[u'numer', u'similar', u'attack', u'area']",0.6660051345825195,0.3339948058128357
1725,201606050054,2016,6,5,,0,,103,Kazakhstan,7,Central Asia,Aktobe,Aktobe,50.29196500000001,57.210571,1.0,0,,"06/05/2016: Gunmen attacked the Pallada arms shop in Aktobe, Kazakhstan. A guard and a clerk were killed and three police officers were wounded in the attack. This incident represents one of three coordinated attacks in the city on this date. The Kazakhstan Liberation Army claimed responsibility for the incident and stated that the attack was carried out in support for democratization and against President Nursultan Nazarbayev.",1,1,1,0.0,,,1.0,1,0,2,Armed Assault,,,,,1,Business,7.0,Retail/Grocery/Bakery,Pallada Shop,Arms Shop,103.0,Kazakhstan,,,,,,,,,,,,,,,,,Kazakhstan Liberation Army,,,,,,The Kazakhstan Liberation Army claimed responsibility for the incident and stated that the attack was carried out in support for democratization and against President Nursultan Nazarbayev.,0.0,,,0,-99.0,-99.0,1.0,4.0,E-mail,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Gunmen launch series of deadly Kazakhstan attacks,"" Al Jazeera, June 6, 2016.","""Four people wounded in Aktobe terrorist attacks are in serious condition - Kazakh health minister,"" Russia & CIS General Newswire, June 8, 2016.","""Gunmen kill, wound civilians in a shooting spree in Kazakhstan,"" Trend News Agency, June 5, 2016.",START Primary Collection,0,0,0,0,"201606050054, 201606050055, 201606050056","[u'kazakhstan', u'liber', u'armi', u'claim', u'respons', u'carri', u'support', u'democrat', u'presid', u'nursultan', u'nazarbayev']",0.05505017563700676,0.9449498057365417
1734,201108180028,2011,8,18,,1,,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Afgoye,2.14383,45.118061,1.0,0,,"08/18/2011: On Thursday, in Afgoye, Shabeellaha Hoose, Somalia, militants kidnapped 15 people that had been accused of not fasting during the Islamic month of Ramadan; no casualties were reported. The status of the hostages is unknown. No group has claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,The specific motive for the attack was due to the civilian’s actions of not fasting during Ramadan.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,It is unknown if weapons were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,15.0,0.0,,-99.0,,,-9.0,,,,,,7.0,Unknown,-99.0,,"Shabelle Media Network, ""Al Shabaab Arrests People Accused of Not Performing Fasting,"" Shabelle Media Network, August 18, 2011, http://www.shabelle.net/article.php?id=9837.","Africa News, ""Somalia; Al Shabaab Arrests People Accused of Not Performing Fasting,"" LexisNexis Academic, Shabelle Media Network, August 18, 2011.","BBC Monitoring Africa, ""Somalia: Al-Shabab Arrests Civilians Accused Not Fasting, ""Improper"" Dressing,"" LexisNexis Academic, Shabelle Media Network, August 19, 2011.",ISVG,0,0,0,0,,"[u'civilian', u'action', u'fast', u'ramadan']",0.8754357695579529,0.12456423044204712
1737,201501050010,2015,1,5,2015-01-05 00:00:00,1,,95,Iraq,10,Middle East & North Africa,Kirkuk,Hawijah district,35.149576,43.924697,3.0,0,,"01/05/2015: Assailants kidnapped an unknown number of Al Masarah family clan members in Hawijah district, Kirkuk, Iraq. This was one of six similar kidnappings carried out by the same group. The outcome of the abductions are unknown. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the civilians were targeted because they did not support ISIL.",1,1,1,0.0,,,1.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95.0,Iraq,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the civilians were targeted because they did not support ISIL.,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0,,,,,1.0,-99.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,,"""Iraq: Roundup of Security Incidents 31 December-05 January 2014,"" OSC Summary, December 31, 2014.",,,START Primary Collection,0,1,0,1,"201501050005, 201501050006, 201501050007, 201501050008, 201501050009, 201501050010","[u'islam', u'state', u'iraq', u'levant', u'isil', u'claim', u'respons', u'civilian', u'support', u'isil']",0.07458153367042542,0.9254184365272522
1739,201512150020,2015,12,15,,1,,92,India,6,South Asia,Chhattisgarh,Dariyakona,21.096993,81.030222,2.0,0,The incident occurred in Raj Nandgaon district.,"12/15/2015: Assailants abducted Baghel Gond from his house in Raj Nandgaon district, Dariyakona city, Chhattisgarh state, India. Gond, a civilian, was killed on December 16, 2015. This was one of two similar kidnappings in the district on this day. No group claimed responsibility for the incident; however, sources attributed the abduction to Maoists.",1,1,1,0.0,,,1.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,113.0,Alleged Informant,Not Applicable,Suspected Informant: Manish Yadav,92.0,India,,,,,,,,,,,,,,,,,Maoists,,,,,,"The specific motive is unknown; however, sources posited that Maoists targeted Baghel Gond because they believed he was a police informant.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,1.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201512150019 and 201512150020.,"""Naxals kill 2 villagers,"" United News of India, December 16, 2015.",,,START Primary Collection,-9,-9,0,-9,"201512150019, 201512150020","[u'posit', u'maoist', u'baghel', u'gond', u'believ', u'polic', u'inform']",0.1517491340637207,0.8482509255409241
1741,200512060007,2005,12,6,,0,,6,Algeria,10,Middle East & North Africa,Bouira,Oumessad,34.157839,3.528346,1.0,0,Mountains of Lakhdaria,"12/6/2005: Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, placed a homemade bomb on the route of a military truck on a search operation in Oumessad, Algeria.  The explosive device was discovered and destroyed by Algerian authorities.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,0,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Algerian soldiers,"Military truck on a search operation in Oumessad, Algeria",6.0,Algeria,,,,,,,,,,,,,,,,,Algerian Islamic Extremists,,,,,,It is suspected that this attack was part of a calculated campaign by Islamic extremists to destabilize Algeria by weakening security forces protecting the 'apostate' Algerian government.,,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Homemade bomb planted on the road,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,Coded as doubt terrorism proper because it is unknown if the assailants targeted the military truck specifically to prevent their capture or if the incident was part of a calculated operation against the Algerian military.,"Ali Douidi, ""Bomb Defused and Destroyed in Oumessad, Bouira,"" El Watan, December 8, 2005.",,,UMD Algeria 2010-2012,0,0,0,0,,"[u'suspect', u'calcul', u'campaign', u'islam', u'extremist', u'destabil', u'algeria', u'weaken', u'secur', u'forc', u'protect', u'apost', u'algerian', u'govern']",0.9545595645904541,0.04544038698077202
